Stand,State,Slope,AYD,Treatment Area,Elev,Harvesting System
7291,CA,80,500,30,0,Cable Manual WT
7292,CA,80,500,40,0,Cable Manual WT
7293,CA,80,500,50,0,Cable Manual WT
7294,CA,80,500,60,0,Cable Manual WT
7295,CA,80,500,70,0,Cable Manual WT
7296,CA,80,500,80,0,Cable Manual WT
7297,CA,80,500,90,0,Cable Manual WT
7298,CA,80,500,100,0,Cable Manual WT
7299,CA,80,500,110,0,Cable Manual WT
7300,CA,80,500,120,0,Cable Manual WT
7301,CA,80,500,130,0,Cable Manual WT
7302,CA,80,500,140,0,Cable Manual WT
7303,CA,80,500,150,0,Cable Manual WT
7304,CA,80,500,160,0,Cable Manual WT
7305,CA,80,500,170,0,Cable Manual WT
7306,CA,80,500,180,0,Cable Manual WT
7307,CA,80,500,190,0,Cable Manual WT
7308,CA,80,600,20,0,Cable Manual WT
7309,CA,80,600,30,0,Cable Manual WT
7310,CA,80,600,40,0,Cable Manual WT
7311,CA,80,600,50,0,Cable Manual WT
7312,CA,80,600,60,0,Cable Manual WT
7313,CA,80,600,70,0,Cable Manual WT
7314,CA,80,600,80,0,Cable Manual WT
7315,CA,80,600,90,0,Cable Manual WT
7316,CA,80,600,100,0,Cable Manual WT
7317,CA,80,600,110,0,Cable Manual WT
7318,CA,80,600,120,0,Cable Manual WT
7319,CA,80,600,130,0,Cable Manual WT
7320,CA,80,600,140,0,Cable Manual WT
7321,CA,80,600,150,0,Cable Manual WT
7322,CA,80,600,160,0,Cable Manual WT
7323,CA,80,600,170,0,Cable Manual WT
7324,CA,80,600,180,0,Cable Manual WT
7325,CA,80,600,190,0,Cable Manual WT
7326,CA,80,700,20,0,Cable Manual WT
7327,CA,80,700,30,0,Cable Manual WT
7328,CA,80,700,40,0,Cable Manual WT
7329,CA,80,700,50,0,Cable Manual WT
7330,CA,80,700,60,0,Cable Manual WT
7331,CA,80,700,70,0,Cable Manual WT
7332,CA,80,700,80,0,Cable Manual WT
7333,CA,80,700,90,0,Cable Manual WT
7334,CA,80,700,100,0,Cable Manual WT
7335,CA,80,700,110,0,Cable Manual WT
7336,CA,80,700,120,0,Cable Manual WT
7337,CA,80,700,130,0,Cable Manual WT
7338,CA,80,700,140,0,Cable Manual WT
7339,CA,80,700,150,0,Cable Manual WT
7340,CA,80,700,160,0,Cable Manual WT
7341,CA,80,700,170,0,Cable Manual WT
7342,CA,80,700,180,0,Cable Manual WT
7343,CA,80,700,190,0,Cable Manual WT
7344,CA,80,800,20,0,Cable Manual WT
7345,CA,80,800,30,0,Cable Manual WT
7346,CA,80,800,40,0,Cable Manual WT
7347,CA,80,800,50,0,Cable Manual WT
7348,CA,80,800,60,0,Cable Manual WT
7349,CA,80,800,70,0,Cable Manual WT
7350,CA,80,800,80,0,Cable Manual WT
7351,CA,80,800,90,0,Cable Manual WT
7352,CA,80,800,100,0,Cable Manual WT
7353,CA,80,800,110,0,Cable Manual WT
7354,CA,80,800,120,0,Cable Manual WT
7355,CA,80,800,130,0,Cable Manual WT
7356,CA,80,800,140,0,Cable Manual WT
7357,CA,80,800,150,0,Cable Manual WT
7358,CA,80,800,160,0,Cable Manual WT
7359,CA,80,800,170,0,Cable Manual WT
7360,CA,80,800,180,0,Cable Manual WT
7361,CA,80,800,190,0,Cable Manual WT
7362,CA,80,900,20,0,Cable Manual WT
7363,CA,80,900,30,0,Cable Manual WT
7364,CA,80,900,40,0,Cable Manual WT
7365,CA,80,900,50,0,Cable Manual WT
7366,CA,80,900,60,0,Cable Manual WT
7367,CA,80,900,70,0,Cable Manual WT
7368,CA,80,900,80,0,Cable Manual WT
7369,CA,80,900,90,0,Cable Manual WT
7370,CA,80,900,100,0,Cable Manual WT
7371,CA,80,900,110,0,Cable Manual WT
7372,CA,80,900,120,0,Cable Manual WT
7373,CA,80,900,130,0,Cable Manual WT
7374,CA,80,900,140,0,Cable Manual WT
7375,CA,80,900,150,0,Cable Manual WT
7376,CA,80,900,160,0,Cable Manual WT
7377,CA,80,900,170,0,Cable Manual WT
7378,CA,80,900,180,0,Cable Manual WT
7379,CA,80,900,190,0,Cable Manual WT
7380,CA,80,1000,20,0,Cable Manual WT
7381,CA,80,1000,30,0,Cable Manual WT
7382,CA,80,1000,40,0,Cable Manual WT
7383,CA,80,1000,50,0,Cable Manual WT
7384,CA,80,1000,60,0,Cable Manual WT
7385,CA,80,1000,70,0,Cable Manual WT
7386,CA,80,1000,80,0,Cable Manual WT
7387,CA,80,1000,90,0,Cable Manual WT
7388,CA,80,1000,100,0,Cable Manual WT
7389,CA,80,1000,110,0,Cable Manual WT
7390,CA,80,1000,120,0,Cable Manual WT
7391,CA,80,1000,130,0,Cable Manual WT
7392,CA,80,1000,140,0,Cable Manual WT
7393,CA,80,1000,150,0,Cable Manual WT
7394,CA,80,1000,160,0,Cable Manual WT
7395,CA,80,1000,170,0,Cable Manual WT
7396,CA,80,1000,180,0,Cable Manual WT
7397,CA,80,1000,190,0,Cable Manual WT
7398,CA,80,1100,20,0,Cable Manual WT
7399,CA,80,1100,30,0,Cable Manual WT
7400,CA,80,1100,40,0,Cable Manual WT
7401,CA,80,1100,50,0,Cable Manual WT
7402,CA,80,1100,60,0,Cable Manual WT
7403,CA,80,1100,70,0,Cable Manual WT
7404,CA,80,1100,80,0,Cable Manual WT
7405,CA,80,1100,90,0,Cable Manual WT
7406,CA,80,1100,100,0,Cable Manual WT
7407,CA,80,1100,110,0,Cable Manual WT
7408,CA,80,1100,120,0,Cable Manual WT
7409,CA,80,1100,130,0,Cable Manual WT
7410,CA,80,1100,140,0,Cable Manual WT
7411,CA,80,1100,150,0,Cable Manual WT
7412,CA,80,1100,160,0,Cable Manual WT
7413,CA,80,1100,170,0,Cable Manual WT
7414,CA,80,1100,180,0,Cable Manual WT
7415,CA,80,1100,190,0,Cable Manual WT
7416,CA,80,1200,20,0,Cable Manual WT
7417,CA,80,1200,30,0,Cable Manual WT
7418,CA,80,1200,40,0,Cable Manual WT
7419,CA,80,1200,50,0,Cable Manual WT
7420,CA,80,1200,60,0,Cable Manual WT
7421,CA,80,1200,70,0,Cable Manual WT
7422,CA,80,1200,80,0,Cable Manual WT
7423,CA,80,1200,90,0,Cable Manual WT
7424,CA,80,1200,100,0,Cable Manual WT
7425,CA,80,1200,110,0,Cable Manual WT
7426,CA,80,1200,120,0,Cable Manual WT
7427,CA,80,1200,130,0,Cable Manual WT
7428,CA,80,1200,140,0,Cable Manual WT
7429,CA,80,1200,150,0,Cable Manual WT
7430,CA,80,1200,160,0,Cable Manual WT
7431,CA,80,1200,170,0,Cable Manual WT
7432,CA,80,1200,180,0,Cable Manual WT
7433,CA,80,1200,190,0,Cable Manual WT
7434,CA,80,1300,20,0,Cable Manual WT
7435,CA,80,1300,30,0,Cable Manual WT
7436,CA,80,1300,40,0,Cable Manual WT
7437,CA,80,1300,50,0,Cable Manual WT
7438,CA,80,1300,60,0,Cable Manual WT
7439,CA,80,1300,70,0,Cable Manual WT
7440,CA,80,1300,80,0,Cable Manual WT
7441,CA,80,1300,90,0,Cable Manual WT
7442,CA,80,1300,100,0,Cable Manual WT
7443,CA,80,1300,110,0,Cable Manual WT
7444,CA,80,1300,120,0,Cable Manual WT
7445,CA,80,1300,130,0,Cable Manual WT
7446,CA,80,1300,140,0,Cable Manual WT
7447,CA,80,1300,150,0,Cable Manual WT
7448,CA,80,1300,160,0,Cable Manual WT
7449,CA,80,1300,170,0,Cable Manual WT
7450,CA,80,1300,180,0,Cable Manual WT
7451,CA,80,1300,190,0,Cable Manual WT
7452,CA,80,1400,20,0,Cable Manual WT
7453,CA,80,1400,30,0,Cable Manual WT
7454,CA,80,1400,40,0,Cable Manual WT
7455,CA,80,1400,50,0,Cable Manual WT
7456,CA,80,1400,60,0,Cable Manual WT
7457,CA,80,1400,70,0,Cable Manual WT
7458,CA,80,1400,80,0,Cable Manual WT
7459,CA,80,1400,90,0,Cable Manual WT
7460,CA,80,1400,100,0,Cable Manual WT
7461,CA,80,1400,110,0,Cable Manual WT
7462,CA,80,1400,120,0,Cable Manual WT
7463,CA,80,1400,130,0,Cable Manual WT
7464,CA,80,1400,140,0,Cable Manual WT
7465,CA,80,1400,150,0,Cable Manual WT
7466,CA,80,1400,160,0,Cable Manual WT
7467,CA,80,1400,170,0,Cable Manual WT
7468,CA,80,1400,180,0,Cable Manual WT
7469,CA,80,1400,190,0,Cable Manual WT
7470,CA,80,1500,20,0,Cable Manual WT
7471,CA,80,1500,30,0,Cable Manual WT
7472,CA,80,1500,40,0,Cable Manual WT
7473,CA,80,1500,50,0,Cable Manual WT
7474,CA,80,1500,60,0,Cable Manual WT
7475,CA,80,1500,70,0,Cable Manual WT
7476,CA,80,1500,80,0,Cable Manual WT
7477,CA,80,1500,90,0,Cable Manual WT
7478,CA,80,1500,100,0,Cable Manual WT
7479,CA,80,1500,110,0,Cable Manual WT
7480,CA,80,1500,120,0,Cable Manual WT
7481,CA,80,1500,130,0,Cable Manual WT
7482,CA,80,1500,140,0,Cable Manual WT
7483,CA,80,1500,150,0,Cable Manual WT
7484,CA,80,1500,160,0,Cable Manual WT
7485,CA,80,1500,170,0,Cable Manual WT
7486,CA,80,1500,180,0,Cable Manual WT
7487,CA,80,1500,190,0,Cable Manual WT
7488,CA,80,1600,20,0,Cable Manual WT
7489,CA,80,1600,30,0,Cable Manual WT
7490,CA,80,1600,40,0,Cable Manual WT
7491,CA,80,1600,50,0,Cable Manual WT
7492,CA,80,1600,60,0,Cable Manual WT
7493,CA,80,1600,70,0,Cable Manual WT
7494,CA,80,1600,80,0,Cable Manual WT
7495,CA,80,1600,90,0,Cable Manual WT
7496,CA,80,1600,100,0,Cable Manual WT
7497,CA,80,1600,110,0,Cable Manual WT
7498,CA,80,1600,120,0,Cable Manual WT
7499,CA,80,1600,130,0,Cable Manual WT
7500,CA,80,1600,140,0,Cable Manual WT
7501,CA,80,1600,150,0,Cable Manual WT
7502,CA,80,1600,160,0,Cable Manual WT
7503,CA,80,1600,170,0,Cable Manual WT
7504,CA,80,1600,180,0,Cable Manual WT
7505,CA,80,1600,190,0,Cable Manual WT
7506,CA,80,1700,20,0,Cable Manual WT
7507,CA,80,1700,30,0,Cable Manual WT
7508,CA,80,1700,40,0,Cable Manual WT
7509,CA,80,1700,50,0,Cable Manual WT
7510,CA,80,1700,60,0,Cable Manual WT
7511,CA,80,1700,70,0,Cable Manual WT
7512,CA,80,1700,80,0,Cable Manual WT
7513,CA,80,1700,90,0,Cable Manual WT
7514,CA,80,1700,100,0,Cable Manual WT
7515,CA,80,1700,110,0,Cable Manual WT
7516,CA,80,1700,120,0,Cable Manual WT
7517,CA,80,1700,130,0,Cable Manual WT
7518,CA,80,1700,140,0,Cable Manual WT
7519,CA,80,1700,150,0,Cable Manual WT
7520,CA,80,1700,160,0,Cable Manual WT
7521,CA,80,1700,170,0,Cable Manual WT
7522,CA,80,1700,180,0,Cable Manual WT
7523,CA,80,1700,190,0,Cable Manual WT
7524,CA,80,1800,20,0,Cable Manual WT
7525,CA,80,1800,30,0,Cable Manual WT
7526,CA,80,1800,40,0,Cable Manual WT
7527,CA,80,1800,50,0,Cable Manual WT
7528,CA,80,1800,60,0,Cable Manual WT
7529,CA,80,1800,70,0,Cable Manual WT
7530,CA,80,1800,80,0,Cable Manual WT
7531,CA,80,1800,90,0,Cable Manual WT
7532,CA,80,1800,100,0,Cable Manual WT
7533,CA,80,1800,110,0,Cable Manual WT
7534,CA,80,1800,120,0,Cable Manual WT
7535,CA,80,1800,130,0,Cable Manual WT
7536,CA,80,1800,140,0,Cable Manual WT
7537,CA,80,1800,150,0,Cable Manual WT
7538,CA,80,1800,160,0,Cable Manual WT
7539,CA,80,1800,170,0,Cable Manual WT
7540,CA,80,1800,180,0,Cable Manual WT
7541,CA,80,1800,190,0,Cable Manual WT
7542,CA,80,1900,20,0,Cable Manual WT
7543,CA,80,1900,30,0,Cable Manual WT
7544,CA,80,1900,40,0,Cable Manual WT
7545,CA,80,1900,50,0,Cable Manual WT
7546,CA,80,1900,60,0,Cable Manual WT
7547,CA,80,1900,70,0,Cable Manual WT
7548,CA,80,1900,80,0,Cable Manual WT
7549,CA,80,1900,90,0,Cable Manual WT
7550,CA,80,1900,100,0,Cable Manual WT
7551,CA,80,1900,110,0,Cable Manual WT
7552,CA,80,1900,120,0,Cable Manual WT
7553,CA,80,1900,130,0,Cable Manual WT
7554,CA,80,1900,140,0,Cable Manual WT
7555,CA,80,1900,150,0,Cable Manual WT
7556,CA,80,1900,160,0,Cable Manual WT
7557,CA,80,1900,170,0,Cable Manual WT
7558,CA,80,1900,180,0,Cable Manual WT
7559,CA,80,1900,190,0,Cable Manual WT
7560,CA,80,2000,20,0,Cable Manual WT
7561,CA,80,2000,30,0,Cable Manual WT
7562,CA,80,2000,40,0,Cable Manual WT
7563,CA,80,2000,50,0,Cable Manual WT
7564,CA,80,2000,60,0,Cable Manual WT
7565,CA,80,2000,70,0,Cable Manual WT
7566,CA,80,2000,80,0,Cable Manual WT
7567,CA,80,2000,90,0,Cable Manual WT
7568,CA,80,2000,100,0,Cable Manual WT
7569,CA,80,2000,110,0,Cable Manual WT
7570,CA,80,2000,120,0,Cable Manual WT
7571,CA,80,2000,130,0,Cable Manual WT
7572,CA,80,2000,140,0,Cable Manual WT
7573,CA,80,2000,150,0,Cable Manual WT
7574,CA,80,2000,160,0,Cable Manual WT
7575,CA,80,2000,170,0,Cable Manual WT
7576,CA,80,2000,180,0,Cable Manual WT
7577,CA,80,2000,190,0,Cable Manual WT
7578,CA,80,2100,20,0,Cable Manual WT
7579,CA,80,2100,30,0,Cable Manual WT
7580,CA,80,2100,40,0,Cable Manual WT
7581,CA,80,2100,50,0,Cable Manual WT
7582,CA,80,2100,60,0,Cable Manual WT
7583,CA,80,2100,70,0,Cable Manual WT
7584,CA,80,2100,80,0,Cable Manual WT
7585,CA,80,2100,90,0,Cable Manual WT
7586,CA,80,2100,100,0,Cable Manual WT
7587,CA,80,2100,110,0,Cable Manual WT
7588,CA,80,2100,120,0,Cable Manual WT
7589,CA,80,2100,130,0,Cable Manual WT
7590,CA,80,2100,140,0,Cable Manual WT
7591,CA,80,2100,150,0,Cable Manual WT
7592,CA,80,2100,160,0,Cable Manual WT
7593,CA,80,2100,170,0,Cable Manual WT
7594,CA,80,2100,180,0,Cable Manual WT
7595,CA,80,2100,190,0,Cable Manual WT
7596,CA,80,2200,20,0,Cable Manual WT
7597,CA,80,2200,30,0,Cable Manual WT
7598,CA,80,2200,40,0,Cable Manual WT
7599,CA,80,2200,50,0,Cable Manual WT
7600,CA,80,2200,60,0,Cable Manual WT
7601,CA,80,2200,70,0,Cable Manual WT
7602,CA,80,2200,80,0,Cable Manual WT
7603,CA,80,2200,90,0,Cable Manual WT
7604,CA,80,2200,100,0,Cable Manual WT
7605,CA,80,2200,110,0,Cable Manual WT
7606,CA,80,2200,120,0,Cable Manual WT
7607,CA,80,2200,130,0,Cable Manual WT
7608,CA,80,2200,140,0,Cable Manual WT
7609,CA,80,2200,150,0,Cable Manual WT
7610,CA,80,2200,160,0,Cable Manual WT
7611,CA,80,2200,170,0,Cable Manual WT
7612,CA,80,2200,180,0,Cable Manual WT
7613,CA,80,2200,190,0,Cable Manual WT
7614,CA,80,2300,20,0,Cable Manual WT
7615,CA,80,2300,30,0,Cable Manual WT
7616,CA,80,2300,40,0,Cable Manual WT
7617,CA,80,2300,50,0,Cable Manual WT
7618,CA,80,2300,60,0,Cable Manual WT
7619,CA,80,2300,70,0,Cable Manual WT
7620,CA,80,2300,80,0,Cable Manual WT
7621,CA,80,2300,90,0,Cable Manual WT
7622,CA,80,2300,100,0,Cable Manual WT
7623,CA,80,2300,110,0,Cable Manual WT
7624,CA,80,2300,120,0,Cable Manual WT
7625,CA,80,2300,130,0,Cable Manual WT
7626,CA,80,2300,140,0,Cable Manual WT
7627,CA,80,2300,150,0,Cable Manual WT
7628,CA,80,2300,160,0,Cable Manual WT
7629,CA,80,2300,170,0,Cable Manual WT
7630,CA,80,2300,180,0,Cable Manual WT
7631,CA,80,2300,190,0,Cable Manual WT
7632,CA,80,2400,20,0,Cable Manual WT
7633,CA,80,2400,30,0,Cable Manual WT
7634,CA,80,2400,40,0,Cable Manual WT
7635,CA,80,2400,50,0,Cable Manual WT
7636,CA,80,2400,60,0,Cable Manual WT
7637,CA,80,2400,70,0,Cable Manual WT
7638,CA,80,2400,80,0,Cable Manual WT
7639,CA,80,2400,90,0,Cable Manual WT
7640,CA,80,2400,100,0,Cable Manual WT
7641,CA,80,2400,110,0,Cable Manual WT
7642,CA,80,2400,120,0,Cable Manual WT
7643,CA,80,2400,130,0,Cable Manual WT
7644,CA,80,2400,140,0,Cable Manual WT
7645,CA,80,2400,150,0,Cable Manual WT
7646,CA,80,2400,160,0,Cable Manual WT
7647,CA,80,2400,170,0,Cable Manual WT
7648,CA,80,2400,180,0,Cable Manual WT
7649,CA,80,2400,190,0,Cable Manual WT
7650,CA,85,0,20,0,Cable Manual WT
7651,CA,85,0,30,0,Cable Manual WT
7652,CA,85,0,40,0,Cable Manual WT
7653,CA,85,0,50,0,Cable Manual WT
7654,CA,85,0,60,0,Cable Manual WT
7655,CA,85,0,70,0,Cable Manual WT
7656,CA,85,0,80,0,Cable Manual WT
7657,CA,85,0,90,0,Cable Manual WT
7658,CA,85,0,100,0,Cable Manual WT
7659,CA,85,0,110,0,Cable Manual WT
7660,CA,85,0,120,0,Cable Manual WT
7661,CA,85,0,130,0,Cable Manual WT
7662,CA,85,0,140,0,Cable Manual WT
7663,CA,85,0,150,0,Cable Manual WT
7664,CA,85,0,160,0,Cable Manual WT
7665,CA,85,0,170,0,Cable Manual WT
7666,CA,85,0,180,0,Cable Manual WT
7667,CA,85,0,190,0,Cable Manual WT
7668,CA,85,100,20,0,Cable Manual WT
7669,CA,85,100,30,0,Cable Manual WT
7670,CA,85,100,40,0,Cable Manual WT
7671,CA,85,100,50,0,Cable Manual WT
7672,CA,85,100,60,0,Cable Manual WT
7673,CA,85,100,70,0,Cable Manual WT
7674,CA,85,100,80,0,Cable Manual WT
7675,CA,85,100,90,0,Cable Manual WT
7676,CA,85,100,100,0,Cable Manual WT
7677,CA,85,100,110,0,Cable Manual WT
7678,CA,85,100,120,0,Cable Manual WT
7679,CA,85,100,130,0,Cable Manual WT
7680,CA,85,100,140,0,Cable Manual WT
7681,CA,85,100,150,0,Cable Manual WT
7682,CA,85,100,160,0,Cable Manual WT
7683,CA,85,100,170,0,Cable Manual WT
7684,CA,85,100,180,0,Cable Manual WT
7685,CA,85,100,190,0,Cable Manual WT
7686,CA,85,200,20,0,Cable Manual WT
7687,CA,85,200,30,0,Cable Manual WT
7688,CA,85,200,40,0,Cable Manual WT
7689,CA,85,200,50,0,Cable Manual WT
7690,CA,85,200,60,0,Cable Manual WT
7691,CA,85,200,70,0,Cable Manual WT
7692,CA,85,200,80,0,Cable Manual WT
7693,CA,85,200,90,0,Cable Manual WT
7694,CA,85,200,100,0,Cable Manual WT
7695,CA,85,200,110,0,Cable Manual WT
7696,CA,85,200,120,0,Cable Manual WT
7697,CA,85,200,130,0,Cable Manual WT
7698,CA,85,200,140,0,Cable Manual WT
7699,CA,85,200,150,0,Cable Manual WT
7700,CA,85,200,160,0,Cable Manual WT
7701,CA,85,200,170,0,Cable Manual WT
7702,CA,85,200,180,0,Cable Manual WT
7703,CA,85,200,190,0,Cable Manual WT
7704,CA,85,300,20,0,Cable Manual WT
7705,CA,85,300,30,0,Cable Manual WT
7706,CA,85,300,40,0,Cable Manual WT
7707,CA,85,300,50,0,Cable Manual WT
7708,CA,85,300,60,0,Cable Manual WT
7709,CA,85,300,70,0,Cable Manual WT
7710,CA,85,300,80,0,Cable Manual WT
7711,CA,85,300,90,0,Cable Manual WT
7712,CA,85,300,100,0,Cable Manual WT
7713,CA,85,300,110,0,Cable Manual WT
7714,CA,85,300,120,0,Cable Manual WT
7715,CA,85,300,130,0,Cable Manual WT
7716,CA,85,300,140,0,Cable Manual WT
7717,CA,85,300,150,0,Cable Manual WT
7718,CA,85,300,160,0,Cable Manual WT
7719,CA,85,300,170,0,Cable Manual WT
7720,CA,85,300,180,0,Cable Manual WT
7721,CA,85,300,190,0,Cable Manual WT
7722,CA,85,400,20,0,Cable Manual WT
7723,CA,85,400,30,0,Cable Manual WT
7724,CA,85,400,40,0,Cable Manual WT
7725,CA,85,400,50,0,Cable Manual WT
7726,CA,85,400,60,0,Cable Manual WT
7727,CA,85,400,70,0,Cable Manual WT
7728,CA,85,400,80,0,Cable Manual WT
7729,CA,85,400,90,0,Cable Manual WT
7730,CA,85,400,100,0,Cable Manual WT
7731,CA,85,400,110,0,Cable Manual WT
7732,CA,85,400,120,0,Cable Manual WT
7733,CA,85,400,130,0,Cable Manual WT
7734,CA,85,400,140,0,Cable Manual WT
7735,CA,85,400,150,0,Cable Manual WT
7736,CA,85,400,160,0,Cable Manual WT
7737,CA,85,400,170,0,Cable Manual WT
7738,CA,85,400,180,0,Cable Manual WT
7739,CA,85,400,190,0,Cable Manual WT
7740,CA,85,500,20,0,Cable Manual WT
7741,CA,85,500,30,0,Cable Manual WT
7742,CA,85,500,40,0,Cable Manual WT
7743,CA,85,500,50,0,Cable Manual WT
7744,CA,85,500,60,0,Cable Manual WT
7745,CA,85,500,70,0,Cable Manual WT
7746,CA,85,500,80,0,Cable Manual WT
7747,CA,85,500,90,0,Cable Manual WT
7748,CA,85,500,100,0,Cable Manual WT
7749,CA,85,500,110,0,Cable Manual WT
7750,CA,85,500,120,0,Cable Manual WT
7751,CA,85,500,130,0,Cable Manual WT
7752,CA,85,500,140,0,Cable Manual WT
7753,CA,85,500,150,0,Cable Manual WT
7754,CA,85,500,160,0,Cable Manual WT
7755,CA,85,500,170,0,Cable Manual WT
7756,CA,85,500,180,0,Cable Manual WT
7757,CA,85,500,190,0,Cable Manual WT
7758,CA,85,600,20,0,Cable Manual WT
7759,CA,85,600,30,0,Cable Manual WT
7760,CA,85,600,40,0,Cable Manual WT
7761,CA,85,600,50,0,Cable Manual WT
7762,CA,85,600,60,0,Cable Manual WT
7763,CA,85,600,70,0,Cable Manual WT
7764,CA,85,600,80,0,Cable Manual WT
7765,CA,85,600,90,0,Cable Manual WT
7766,CA,85,600,100,0,Cable Manual WT
7767,CA,85,600,110,0,Cable Manual WT
7768,CA,85,600,120,0,Cable Manual WT
7769,CA,85,600,130,0,Cable Manual WT
7770,CA,85,600,140,0,Cable Manual WT
7771,CA,85,600,150,0,Cable Manual WT
7772,CA,85,600,160,0,Cable Manual WT
7773,CA,85,600,170,0,Cable Manual WT
7774,CA,85,600,180,0,Cable Manual WT
7775,CA,85,600,190,0,Cable Manual WT
7776,CA,85,700,20,0,Cable Manual WT
7777,CA,85,700,30,0,Cable Manual WT
7778,CA,85,700,40,0,Cable Manual WT
7779,CA,85,700,50,0,Cable Manual WT
7780,CA,85,700,60,0,Cable Manual WT
7781,CA,85,700,70,0,Cable Manual WT
7782,CA,85,700,80,0,Cable Manual WT
7783,CA,85,700,90,0,Cable Manual WT
7784,CA,85,700,100,0,Cable Manual WT
7785,CA,85,700,110,0,Cable Manual WT
7786,CA,85,700,120,0,Cable Manual WT
7787,CA,85,700,130,0,Cable Manual WT
7788,CA,85,700,140,0,Cable Manual WT
7789,CA,85,700,150,0,Cable Manual WT
7790,CA,85,700,160,0,Cable Manual WT
7791,CA,85,700,170,0,Cable Manual WT
7792,CA,85,700,180,0,Cable Manual WT
7793,CA,85,700,190,0,Cable Manual WT
7794,CA,85,800,20,0,Cable Manual WT
7795,CA,85,800,30,0,Cable Manual WT
7796,CA,85,800,40,0,Cable Manual WT
7797,CA,85,800,50,0,Cable Manual WT
7798,CA,85,800,60,0,Cable Manual WT
7799,CA,85,800,70,0,Cable Manual WT
7800,CA,85,800,80,0,Cable Manual WT
7801,CA,85,800,90,0,Cable Manual WT
7802,CA,85,800,100,0,Cable Manual WT
7803,CA,85,800,110,0,Cable Manual WT
7804,CA,85,800,120,0,Cable Manual WT
7805,CA,85,800,130,0,Cable Manual WT
7806,CA,85,800,140,0,Cable Manual WT
7807,CA,85,800,150,0,Cable Manual WT
7808,CA,85,800,160,0,Cable Manual WT
7809,CA,85,800,170,0,Cable Manual WT
7810,CA,85,800,180,0,Cable Manual WT
7811,CA,85,800,190,0,Cable Manual WT
7812,CA,85,900,20,0,Cable Manual WT
7813,CA,85,900,30,0,Cable Manual WT
7814,CA,85,900,40,0,Cable Manual WT
7815,CA,85,900,50,0,Cable Manual WT
7816,CA,85,900,60,0,Cable Manual WT
7817,CA,85,900,70,0,Cable Manual WT
7818,CA,85,900,80,0,Cable Manual WT
7819,CA,85,900,90,0,Cable Manual WT
7820,CA,85,900,100,0,Cable Manual WT
7821,CA,85,900,110,0,Cable Manual WT
7822,CA,85,900,120,0,Cable Manual WT
7823,CA,85,900,130,0,Cable Manual WT
7824,CA,85,900,140,0,Cable Manual WT
7825,CA,85,900,150,0,Cable Manual WT
7826,CA,85,900,160,0,Cable Manual WT
7827,CA,85,900,170,0,Cable Manual WT
7828,CA,85,900,180,0,Cable Manual WT
7829,CA,85,900,190,0,Cable Manual WT
7830,CA,85,1000,20,0,Cable Manual WT
7831,CA,85,1000,30,0,Cable Manual WT
7832,CA,85,1000,40,0,Cable Manual WT
7833,CA,85,1000,50,0,Cable Manual WT
7834,CA,85,1000,60,0,Cable Manual WT
7835,CA,85,1000,70,0,Cable Manual WT
7836,CA,85,1000,80,0,Cable Manual WT
7837,CA,85,1000,90,0,Cable Manual WT
7838,CA,85,1000,100,0,Cable Manual WT
7839,CA,85,1000,110,0,Cable Manual WT
7840,CA,85,1000,120,0,Cable Manual WT
7841,CA,85,1000,130,0,Cable Manual WT
7842,CA,85,1000,140,0,Cable Manual WT
7843,CA,85,1000,150,0,Cable Manual WT
7844,CA,85,1000,160,0,Cable Manual WT
7845,CA,85,1000,170,0,Cable Manual WT
7846,CA,85,1000,180,0,Cable Manual WT
7847,CA,85,1000,190,0,Cable Manual WT
7848,CA,85,1100,20,0,Cable Manual WT
7849,CA,85,1100,30,0,Cable Manual WT
7850,CA,85,1100,40,0,Cable Manual WT
7851,CA,85,1100,50,0,Cable Manual WT
7852,CA,85,1100,60,0,Cable Manual WT
7853,CA,85,1100,70,0,Cable Manual WT
7854,CA,85,1100,80,0,Cable Manual WT
7855,CA,85,1100,90,0,Cable Manual WT
7856,CA,85,1100,100,0,Cable Manual WT
7857,CA,85,1100,110,0,Cable Manual WT
7858,CA,85,1100,120,0,Cable Manual WT
7859,CA,85,1100,130,0,Cable Manual WT
7860,CA,85,1100,140,0,Cable Manual WT
7861,CA,85,1100,150,0,Cable Manual WT
7862,CA,85,1100,160,0,Cable Manual WT
7863,CA,85,1100,170,0,Cable Manual WT
7864,CA,85,1100,180,0,Cable Manual WT
7865,CA,85,1100,190,0,Cable Manual WT
7866,CA,85,1200,20,0,Cable Manual WT
7867,CA,85,1200,30,0,Cable Manual WT
7868,CA,85,1200,40,0,Cable Manual WT
7869,CA,85,1200,50,0,Cable Manual WT
7870,CA,85,1200,60,0,Cable Manual WT
7871,CA,85,1200,70,0,Cable Manual WT
7872,CA,85,1200,80,0,Cable Manual WT
7873,CA,85,1200,90,0,Cable Manual WT
7874,CA,85,1200,100,0,Cable Manual WT
7875,CA,85,1200,110,0,Cable Manual WT
7876,CA,85,1200,120,0,Cable Manual WT
7877,CA,85,1200,130,0,Cable Manual WT
7878,CA,85,1200,140,0,Cable Manual WT
7879,CA,85,1200,150,0,Cable Manual WT
7880,CA,85,1200,160,0,Cable Manual WT
7881,CA,85,1200,170,0,Cable Manual WT
7882,CA,85,1200,180,0,Cable Manual WT
7883,CA,85,1200,190,0,Cable Manual WT
