"gid","bus_number","bus_name","long_name","voltage","bus_type","area","county","state","loc_code","source","entity_id","layer_id","the_geom"
13707,64111,"TDPUD","64111_TDPUD",60,"LOAD","SIERRA","Nevada","CA","4","Ventyx Research",1215137,2345,"0101000020E61000004F75C8CD70075EC02368CC24EAB54340"
13751,64155,"STAMPDTP","64155_STAMPDTP",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215183,2345,"0101000020E610000090300C5872055EC0EC4D0CC9C9C04340"
13752,64156,"HOBARTTP","64156_HOBARTTP",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215184,2345,"0101000020E6100000A5A487A1D5045EC0F8E28BF678BD4340"
13829,64243,"GLENSHIR","64243_GLENSHIR",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215261,2345,"0101000020E6100000A1D634EF38045EC003780B2428BA4340"
13869,64424,"NORTHSTR","64424_NORTHSTR",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215303,2345,"0101000020E61000008B8C0E48C2025EC014B01D8CD8BB4340"
13661,64064,"KING BCH","64064_KING BCH",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215089,2345,"0101000020E61000005C001AA54B015EC0F56393FC88BD4340"
13706,64110,"TAHO CTY","64110_TAHO CTY",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215136,2345,"0101000020E6100000289CDD5A26015EC0B2135E8253BD4340"
13696,64100,"SQAW VLY","64100_SQAW VLY",60,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215126,2345,"0101000020E6100000F437A11001015EC03E3F8C101EBD4340"
13756,64163,"SQAWVLY2","64163_SQAWVLY2",14.4,"LOAD","SIERRA","Sierra","CA","4","Ventyx Research",1215188,2345,"0101000020E610000005DF347D76005EC0C6BFCFB870BE4340"
5070,34346,"SAXNCK L","34346_SAXNCK L",4.16,"LOAD","PG AND E","Mariposa","CA","1","Previously Mapped Substation; Aerial Imagery",1206389,2345,"0101000020E61000003430F2B226FF5DC00E164ED2FCCB4240"
13668,64071,"MEYERS","64071_MEYERS",60,"LOAD","SIERRA","El Dorado","CA","1","Previously Mapped Substation; Aerial Imagery",1215097,2345,"0101000020E61000003C4CFBE6FEFE5DC0C8D0B1834A704340"
13697,64101,"STATELIN","64101_STATELIN",60,"LOAD","SIERRA","El Dorado","CA","4","Ventyx Research",1215127,2345,"0101000020E6100000A5DDE8633EFC5DC0B936548CF3794340"
2570,24057,"GOLETA","24057_GOLETA",66,"LOAD","SOCALIF","Santa Barbara","CA","1","Previously Mapped Substation; Aerial Imagery",1203847,2345,"0101000020E61000004D309C6B98F85DC0F30016F9F53B4140"
5328,34793,"TX-LOST","34793_TX-LOST",69,"LOAD","PG AND E","Kern","CA","2","Previously Mapped Substation; Previously Mapped Plant; Ventyx Research",1206647,2345,"0101000020E6100000B532E197FAEE5DC0A9FA95CE87CF4140"
5236,34620,"MCCALL2T","34620_MCCALL2T",13.2,"LOAD","PG AND E","Fresno","CA","1","Previously Mapped Substation; Aerial Imagery",1206555,2345,"0101000020E61000005FCE6C57E8E85DC0429770E82D4E4240"
5067,34340,"N.FORK E","34340_N.FORK E",9.11,"LOAD","PG AND E","Madera","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206386,2345,"0101000020E6100000EC89AE0B3FDD5DC01A69A9BC1DA14240"
5423,35002,"MDWY 11T","35002_MDWY 11T",13.8,"LOAD","PG AND E","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1206742,2345,"0101000020E61000003E59315C1DDD5DC0685C381092B34140"
2723,24223,"MANDALAY","24223_MANDALAY",66,"LOAD","SOCALIF","Ventura","CA","1","Previously Mapped Substation; Aerial Imagery",1204011,2345,"0101000020E61000007E52EDD3F1CF5DC0109370218F1A4140"
2713,24212,"RECTOR","24212_RECTOR",66,"LOAD","SOCALIF","Tulare","CA","1","Previously Mapped Substation; Aerial Imagery",1204001,2345,"0101000020E6100000348639419BCF5DC09BE61DA7E8264240"
2761,24321,"PITMAN","24321_PITMAN",33.5,"LOAD","SOCALIF","Fresno","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204049,2345,"0101000020E6100000B83B6BB75DCF5DC0D6743DD175A54240"
2762,24322,"PORTAL","24322_PORTAL",33.5,"LOAD","SOCALIF","Fresno","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1204050,2345,"0101000020E6100000471FF30181C45DC08C683BA6EEA84240"
2778,24413,"FRAZPARK","24413_FRAZPARK",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204066,2345,"0101000020E61000009DD9AED007C05DC04F04711E4E684140"
2716,24215,"SPRINGVL","24215_SPRINGVL",66,"LOAD","SOCALIF","Tulare","CA","1","Previously Mapped Substation; Aerial Imagery",1204004,2345,"0101000020E61000005A7F4B00FEBB5DC0E25B5837DE0D4240"
2961,24786,"CSA DIAB","24786_CSA DIAB",34.5,"LOAD","SOCALIF","Mono","CA","1","Previously Mapped Substation; Aerial Imagery",1204249,2345,"0101000020E6100000CD5B751DAABA5DC0A3E716BA12D34240"
2611,24098,"MOORPARK","24098_MOORPARK",66,"LOAD","SOCALIF","Ventura","CA","1","Previously Mapped Substation; Aerial Imagery",1203894,2345,"0101000020E61000002766BD18CAB95DC07DD0B359F5234140"
2777,24412,"GORMAN","24412_GORMAN",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204065,2345,"0101000020E6100000F71E2E39EEB45DC010919A7631654140"
2769,24404,"BAILEY","24404_BAILEY",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204057,2345,"0101000020E61000001A8BA6B393B15DC0F8F9EFC16B634140"
2800,24435,"WESTPAC","24435_WESTPAC",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204088,2345,"0101000020E6100000C37E4FAC53AF5DC0E4D6A4DB12694140"
2817,24452,"TAP 85","24452_TAP 85",66,"LOAD","SOCALIF","Los Angeles","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204105,2345,"0101000020E6100000AE9D280989AE5DC024D236FE44614140"
3069,25621,"OSO","25621_OSO",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204361,2345,"0101000020E6100000255B5D4E09AE5DC01BB96E4A79674140"
2816,24451,"TAP 86","24451_TAP 86",66,"LOAD","SOCALIF","Los Angeles","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204104,2345,"0101000020E6100000B344679945AD5DC062821ABE85654140"
3092,25647,"ALAMO SC","25647_ALAMO SC",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204384,2345,"0101000020E610000012C138B874AB5DC042EC4CA1F3684140"
2843,24478,"TAP 51","24478_TAP 51",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204131,2345,"0101000020E61000001C06F357C8A85DC045662E7079A44140"
2648,24135,"SAUGUS","24135_SAUGUS",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203931,2345,"0101000020E61000007AC37DE4D6A45DC0F8A6E9B303364140"
2782,24417,"HAVILAH","24417_HAVILAH",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204070,2345,"0101000020E610000070B4E386DFA15DC0634337FB03BB4140"
2775,24410,"CUMMINGS","24410_CUMMINGS",66,"LOAD","SOCALIF","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1204063,2345,"0101000020E61000009143C4CDA99F5DC0CBDB114E0B8E4140"
2818,24453,"TAP 84","24453_TAP 84",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204106,2345,"0101000020E610000065DEAAEB509F5DC064E76D6C76BA4140"
2785,24420,"NEENACH","24420_NEENACH",66,"LOAD","SOCALIF","Los Angeles","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204073,2345,"0101000020E6100000FB90B75CFD9E5DC059FCA6B052634140"
2781,24416,"WALKERBN","24416_WALKERBN",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204069,2345,"0101000020E6100000E7357689EA9E5DC0323ECC5EB6B34140"
2897,24722,"CONTROL","24722_CONTROL",55,"LOAD","SOCALIF","Inyo","CA","1","Previously Mapped Substation; Aerial Imagery",1204185,2345,"0101000020E61000001C06F357C89E5DC0075C57CC08AB4240"
3282,27496,"TLOLIVE2","27496_TLOLIVE2",69,"LOAD","LADWP","Los Angeles","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204574,2345,"0101000020E6100000CCB22781CD9C5DC0242713B70A2A4140"
2819,24454,"TAP 83","24454_TAP 83",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204107,2345,"0101000020E610000009FCE1E7BF9C5DC0E6CE4C309CAB4140"
2780,24415,"LORAINE","24415_LORAINE",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204068,2345,"0101000020E6100000F2272A1BD69A5DC00B08AD872FA54140"
2820,24455,"TAP 82","24455_TAP 82",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204108,2345,"0101000020E61000008C153598869A5DC03C84F1D3B89D4140"
2700,24199,"CHEVMAIN","24199_CHEVMAIN",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203988,2345,"0101000020E61000001B2E724F579A5DC0B29B19FD68F44040"
3284,27498,"CAPON_69","27498_CAPON_69",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204576,2345,"0101000020E610000094F59B89E9995DC0F12F82C64C204140"
3254,27244,"VALLEY69","27244_VALLEY69",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204546,2345,"0101000020E61000009622F94A20995DC09B8E006E161F4140"
3267,27334,"WESTERN","27334_WESTERN",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204559,2345,"0101000020E6100000DDEA39E97D985DC070B4E386DF214140"
2779,24414,"MONOLITH","24414_MONOLITH",66,"LOAD","SOCALIF","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1204067,2345,"0101000020E6100000F6ECB94C4D985DC063B5F97FD58F4140"
2552,24039,"EL NIDO","24039_EL NIDO",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203827,2345,"0101000020E61000008080B56AD7975DC0F7764B72C0F24040"
2709,24208,"LCIENEGA","24208_LCIENEGA",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203997,2345,"0101000020E6100000930035B56C975DC04774CFBA46034140"
2773,24408,"BREEZE","24408_BREEZE",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204061,2345,"0101000020E610000010EB8D5A61975DC0A81ABD1AA0904140"
2834,24469,"TAP 78","24469_TAP 78",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204122,2345,"0101000020E6100000630E828E56975DC01825E82FF48C4140"
2828,24463,"ZONDWIND","24463_ZONDWIND",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204116,2345,"0101000020E610000022FFCC203E975DC0AEBCE47FF28D4140"
2827,24462,"NORTHWND","24462_NORTHWND",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204115,2345,"0101000020E6100000EA93DC6113975DC07BF486FBC88D4140"
3257,27248,"TOLUCA69","27248_TOLUCA69",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204549,2345,"0101000020E610000045F6419605975DC0BD38F1D58E164140"
2839,24474,"TAP 77","24474_TAP 77",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204127,2345,"0101000020E610000012FA997ADD965DC0C2C3B46FEE8B4140"
2770,24405,"VARWIND","24405_VARWIND",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204058,2345,"0101000020E6100000AB92C83EC8965DC07901F6D1A98B4140"
2833,24468,"TAP 79","24468_TAP 79",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204121,2345,"0101000020E6100000B7ED7BD45F965DC0CD94D6DF128A4140"
3256,27247,"BURBANK1","27247_BURBANK1",13.8,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204548,2345,"0101000020E6100000FDBD141E34965DC067B96C74CE174140"
2826,24461,"SOUTHWND","24461_SOUTHWND",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204114,2345,"0101000020E6100000B728B34126965DC08FFB56EBC4854140"
2829,24464,"MIDWIND","24464_MIDWIND",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204117,2345,"0101000020E61000005A65A6B4FE955DC0621399B9C08D4140"
2846,24490,"TAP 90","24490_TAP 90",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204134,2345,"0101000020E61000000725CCB4FD955DC04E7FF62345864140"
3252,27241,"LINCLN69","27241_LINCLN69",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204544,2345,"0101000020E6100000AE49B72572955DC064E8D84125184140"
2837,24472,"TAP 76","24472_TAP 76",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204125,2345,"0101000020E610000015C5ABAC6D955DC020D26F5F07884140"
2835,24470,"TAP 75","24470_TAP 75",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204123,2345,"0101000020E6100000EFFE78AF5A955DC0C2C3B46FEE8B4140"
2832,24467,"TAP 80","24467_TAP 80",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204120,2345,"0101000020E61000003E0455A357955DC0E4874A2366864140"
2586,24073,"LA FRESA","24073_LA FRESA",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203863,2345,"0101000020E6100000E5EC9DD156955DC016A5846055EF4040"
3269,27338,"KELLOGG","27338_KELLOGG",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204561,2345,"0101000020E61000004147AB5AD2945DC046240A2DEB1A4140"
3283,27497,"MAG_CT69","27497_MAG_CT69",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204575,2345,"0101000020E61000004CFA7B293C945DC07D76C075C5164140"
3264,27326,"COLUMBUS","27326_COLUMBUS",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204556,2345,"0101000020E6100000EE224C512E945DC0BC41B456B4194140"
3253,27242,"OLIVE_69","27242_OLIVE_69",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204545,2345,"0101000020E61000009335EA211A945DC08C4CC0AF91164140"
2831,24466,"TAP 81","24466_TAP 81",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204119,2345,"0101000020E61000001B0FB6D8ED935DC01E8A027D22814140"
2793,24428,"CALCMENT","24428_CALCMENT",66,"LOAD","SOCALIF","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1204081,2345,"0101000020E6100000AF21382EE3935DC09D4B7155D9834140"
2767,24402,"ANTELOPE","24402_ANTELOPE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204055,2345,"0101000020E610000036069D103A935DC0DD5D6743FE574140"
3268,27336,"ROSSMOYN","27336_ROSSMOYN",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204560,2345,"0101000020E61000003198BF42E6925DC077F86BB246174140"
2776,24411,"DEL SUR","24411_DEL SUR",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204064,2345,"0101000020E6100000A2D288997D925DC0E6CDE15AED5B4140"
2814,24449,"TAP 73","24449_TAP 73",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204102,2345,"0101000020E6100000E910381268925DC020D26F5F07884140"
3278,27361,"AIRWAY_1","27361_AIRWAY_1",69,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204570,2345,"0101000020E61000002C2CB81FF0915DC0C171193735144140"
3263,27302,"GLENDALE","27302_GLENDALE",34.5,"LOAD","LADWP","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204555,2345,"0101000020E61000008FE1B19FC5915DC01D9430D3F6134140"
3266,27332,"MONTROSE","27332_MONTROSE",69,"LOAD","LADWP","Los Angeles","CA","4","Ventyx Research",1204558,2345,"0101000020E6100000740D33349E915DC032AF230ED9144140"
2844,24479,"TAP 52","24479_TAP 52",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204132,2345,"0101000020E61000009D4CDC2A88915DC08DCF64FF3C794140"
2815,24450,"TAP 71","24450_TAP 71",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204103,2345,"0101000020E61000001EA7E8482E915DC0C51A2E724F634140"
13678,64082,"NEVBD502","64082_NEVBD502",55,"LOAD","SIERRA","Inyo","CA","4","Ventyx Research",1215108,2345,"0101000020E610000014950D6B2A915DC0C57421567FB84240"
2805,24440,"TAP 70","24440_TAP 70",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204093,2345,"0101000020E61000009E996038D78F5DC0268FA7E507584140"
2771,24406,"ACTON SC","24406_ACTON SC",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204059,2345,"0101000020E6100000EC4D0CC9C98F5DC066A3737E8A514140"
2836,24471,"TAP 74","24471_TAP 74",66,"LOAD","SOCALIF","Kern","CA","4","Ventyx Research",1204124,2345,"0101000020E61000007A8EC877298F5DC0DD99098673874140"
2799,24434,"ROSAMOND","24434_ROSAMOND",66,"LOAD","SOCALIF","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1204087,2345,"0101000020E610000006483481228F5DC07E5358A9A06E4140"
2848,24493,"TAP 93","24493_TAP 93",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204136,2345,"0101000020E6100000C158DFC0E48E5DC00762D9CC21554140"
2796,24431,"LANPRI","24431_LANPRI",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204084,2345,"0101000020E610000046D09849D48E5DC0EF022505165A4140"
2789,24424,"QUARTZHL","24424_QUARTZHL",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204077,2345,"0101000020E6100000F86D88F19A8E5DC08368AD6873544140"
3048,25511,"HARBOR13","25511_HARBOR13",13.8,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204340,2345,"0101000020E6100000349D9D0C8E8E5DC04B02D4D4B2E34040"
2732,24238,"VERNON66","24238_VERNON66",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204020,2345,"0101000020E6100000F8FD9B17278E5DC0B58AFED0CCFF4040"
2842,24477,"TAP 50","24477_TAP 50",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204130,2345,"0101000020E6100000B9196EC0E78D5DC0374F75C8CD5A4140"
2810,24445,"TAP 60","24445_TAP 60",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204098,2345,"0101000020E61000006A8995D1C88D5DC03083312251504140"
2845,24480,"RITTER","24480_RITTER",66,"LOAD","SOCALIF","Los Angeles","CA","3","Previously Mapped Substation; Ventyx Research",1204133,2345,"0101000020E6100000F58079C8948D5DC0EEE87FB9164B4140"
2807,24442,"TAP 68","24442_TAP 68",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204095,2345,"0101000020E610000093DFA293A58C5DC01EDE736039564140"
2808,24443,"TAP 69","24443_TAP 69",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204096,2345,"0101000020E6100000431EC18D948C5DC05C1B2AC6F9554140"
2707,24206,"GOULD","24206_GOULD",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203995,2345,"0101000020E61000001C7A8B87F78B5DC0D8BCAAB35A1C4140"
2706,24205,"EAGLROCK","24205_EAGLROCK",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203994,2345,"0101000020E61000008C2B2E8ECA8B5DC0B96C74CE4F134140"
2596,24083,"LITEHIPE","24083_LITEHIPE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203873,2345,"0101000020E6100000D6C6D8092F8B5DC09430D3F6AFF04040"
2794,24429,"GREATLKS","24429_GREATLKS",66,"LOAD","SOCALIF","Kern","CA","1","Previously Mapped Substation; Aerial Imagery",1204082,2345,"0101000020E61000009F73B7EBA58A5DC0AD84EE9238694140"
2791,24426,"SHUTTLE","24426_SHUTTLE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204079,2345,"0101000020E61000004BAB21718F8A5DC030664B5645524140"
2809,24444,"TAP 63","24444_TAP 63",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204097,2345,"0101000020E6100000321D3A3DEF895DC02995F0845E4D4140"
2588,24075,"LAGUBELL","24075_LAGUBELL",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203865,2345,"0101000020E610000023F8DF4A76895DC0A3906456EFFC4040"
2772,24407,"ANAVERDE","24407_ANAVERDE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204060,2345,"0101000020E6100000BF805EB873895DC053245F09A4484140"
2783,24418,"LANCSTR","24418_LANCSTR",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204071,2345,"0101000020E6100000D06053E751895DC089D00836AE594140"
2804,24439,"TAP 65","24439_TAP 65",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204092,2345,"0101000020E610000005172B6A30895DC03B545392754E4140"
2795,24430,"HELIJET","24430_HELIJET",66,"LOAD","SOCALIF","Los Angeles","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204083,2345,"0101000020E610000086CABF9657885DC0FFB1101D024D4140"
2693,24187,"VINCEN1T","24187_VINCEN1T",13.8,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203981,2345,"0101000020E6100000A1A17F828B875DC08C4D2B85403E4140"
2797,24432,"ROCKAIR","24432_ROCKAIR",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204085,2345,"0101000020E61000003387A4164A875DC0C6850321594E4140"
2812,24447,"TAP 61","24447_TAP 61",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204100,2345,"0101000020E6100000A185048C2E875DC032CB9E04364D4140"
2710,24209,"MESA CAL","24209_MESA CAL",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203998,2345,"0101000020E610000030293E3E21875DC02F14B01D8C044140"
2704,24203,"CENTER","24203_CENTER",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203992,2345,"0101000020E61000005AA0DD21C5865DC0789B374E0AF74040"
2545,24028,"DELAMO","24028_DELAMO",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203820,2345,"0101000020E610000032CB9E0436865DC02C103D2993EC4040"
2524,24007,"ALMITOSW","24007_ALMITOSW",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203799,2345,"0101000020E61000009C3061342B865DC00AF65FE7A6E14040"
2786,24421,"OASIS SC","24421_OASIS SC",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204074,2345,"0101000020E6100000D976DA1A11865DC084674293C4524140"
3019,25002,"GOODRICH","25002_GOODRICH",33,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204309,2345,"0101000020E6100000740D33349E855DC0A0C552245F134140"
2811,24446,"TAP 62","24446_TAP 62",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204099,2345,"0101000020E6100000FF3D78EDD2845DC0E6046D72F84C4140"
2798,24433,"TORTOISE","24433_TORTOISE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204086,2345,"0101000020E6100000670C738236845DC026AC8DB113524140"
13816,64230,"NEVBD501","64230_NEVBD501",60,"LOAD","SIERRA","Mono","CA","4","Ventyx Research",1215248,2345,"0101000020E6100000E3C798BB96835DC0A4C16D6DE1C54240"
3238,27021,"PT34_5","27021_PT34_5",34.5,"LOAD","LADWP","Kern","CA","4","Ventyx Research",1204530,2345,"0101000020E610000028B517D176835DC094145800539E4140"
3237,27011,"PCOLLEC","27011_PCOLLEC",34.5,"LOAD","LADWP","Kern","CA","4","Ventyx Research",1204529,2345,"0101000020E61000007A6D365662835DC0F0A31AF67B9E4140"
2813,24448,"TAP 72","24448_TAP 72",66,"LOAD","SOCALIF","Los Angeles","CA","4","Ventyx Research",1204101,2345,"0101000020E6100000376C5B94D9805DC0BD8A8C0E48544140"
2774,24409,"CORUM","24409_CORUM",66,"LOAD","SOCALIF","Kern","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1204062,2345,"0101000020E6100000D2E0B6B6F07E5DC04FEACBD24E754140"
2702,24201,"BARRE","24201_BARRE",66,"LOAD","SOCALIF","Orange","CA","1","Previously Mapped Substation; Aerial Imagery",1203990,2345,"0101000020E61000002BC1E270E67E5DC0711DE38A8BE74040"
2714,24213,"RIOHONDO","24213_RIOHONDO",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204002,2345,"0101000020E61000008BA6B393C17E5DC0ACCABE2B820D4140"
2788,24423,"PIUTE","24423_PIUTE",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204076,2345,"0101000020E610000072F8A413097E5DC0522B4CDF6B584140"
2790,24425,"REDMAN","24425_REDMAN",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204078,2345,"0101000020E61000009CBF0985087E5DC0EA5DBC1FB7614140"
2784,24419,"LITTLERK","24419_LITTLERK",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1204072,2345,"0101000020E61000000307B474057E5DC0C2C073EFE14E4140"
2670,24157,"WALNUT","24157_WALNUT",66,"LOAD","SOCALIF","Los Angeles","CA","1","Previously Mapped Substation; Aerial Imagery",1203958,2345,"0101000020E6100000B58AFED0CC7C5DC005C078060D014140"
2698,24197,"ELLIS","24197_ELLIS",66,"LOAD","SOCALIF","Orange","CA","1","Previously Mapped Substation; Aerial Imagery",1203986,2345,"0101000020E610000013BBB6B75B7C5DC030D63730B9D74040"
3021,25202,"LEWIS","25202_LEWIS",69,"LOAD","SOCALIF","Orange","CA","1","Previously Mapped Substation; Aerial Imagery",1204311,2345,"0101000020E61000001349F4328A795DC0CBD6FA22A1E74040"
2708,24207,"JOHANNA","24207_JOHANNA",66,"LOAD","SOCALIF","Orange","CA","1","Previously Mapped Substation; Aerial Imagery",1203996,2345,"0101000020E610000063EDEF6C8F765DC0014D840D4FDB4040"
